topic	event_id	label	tweet_id	text
Ukraine	EN01	True	1499207566110380036	@cnnbrk this is what the Russian embassy in Canada wanted the citizens of our country to know about the Ukrainian war and what they believe is the reason for them to attack Ukraine. All lies and ridiculous statement that a child would see it as lies! Propaganda only! https://t.co/v8FxX5DSNE
Ukraine	EN01	False	1499235795735089161	Russian Embassy in Canada released a statement that is pointing to a deeper deep divide between Ukrainian &; Russian supporters. Both side are digging in. https://t.co/NYxGqeXk70
Ukraine	EN01	False	1499217574587879427	"This statement is from the Russian Embassy in Canada, issued yesterday.
When are they leaving Canadian soil again? It can't happen soon enough.
#Russia #PutinsWar #UkraineUnderAttack #RussiaGoToHell https://t.co/0XrmYYxPHN"
Ukraine	EN01	Other	1500212862052184065	"Statement from the Russian embassy. 

#freedomchain2022
#truckersforfreedom

Please like and share!
.
.
.
.
.
.
#nevervoteconservative #canada #cdnpoli #canadians #canadiannews #truckersforfreedom #truckers  #canadianpolitics #freedomconvoy2022  #onpoli … https://t.co/zjMdQQf49U https://t.co/CtmG98v7er"
Ukraine	EN01	Other	1511090540904919043	@ALanoszka @CanadaFP Canada has had no love for Russia since the invasion began. I'm wondering if their hesitance is because the Russian embassy is actively or unknowingly acting as a source of intel that they don't want to lose?
Ukraine	EN01	Other	1504117599508045824	"A statement from the Russian embassy in Canada...

The Canadian government is run by a bunch of Communist-Nazis. 

That's a fact, not an opinion."
Ukraine	EN01	Other	1511332273341308932	Please give #Stepanov the boot and close the embassy, @melaniejoly. Russia has no genuine interest in diplomacy. Its embassy in Canada only serves to spread russian propaganda. https://t.co/W3Qx3TFQ4M
Ukraine	EN01	False	1500293086123020289	@KimIversenShow This is a statement from the Russian Embassy in Canada: It came from the exhaustive article on the R/U conflict at t w i t t e r  b a n n e d  i t  s o r r y https://t.co/Z87486BOvF
Ukraine	EN01	True	1499116539357941761	@RussianEmbassyC @mfa_russia @globeandmail @CBCNews @RadioCanadaInfo @nationalpost @globalnews @LP_LaPresse @LeDevoir @TorontoStar @SputnikInt Your statement is one of deceit and ignorance. It’s quite insulting to the Canadian people that you believe we would somewhat buy into this messaging. Shut down your embassy, go back to Russia, and in time we will let you beg for forgiveness maybe. #RussiaUkraine #Canada
Ukraine	EN01	False	1499177353468997634	"The question is why have Canadians not seen this statement from the Russian Embassy in Canada?
It seem to be a very important statement. https://t.co/ZvMcBK1LdP"
Ukraine	EN01	False	1499709457638510595	Ok one more time THE DEEP STATE HAS THERE OWN BLACK OPS ARMYS YES ARMYS PAID FOR WITH YOUR TAX DOLLARS NEO NAZI GROUPS THERE KILLING CITIZENS IN UKRAINE THE EMBASSY OF THE RUSSIAN FEDERATION IN CANADA PUT THIS STATEMENT OUT !!
Ukraine	EN01	True	1499510385006845957	PolitiFact - Russia’s Pants on Fire claim that it is not occupying Ukrainian territory https://t.co/X1K3ye4aNW
Ukraine	EN01	Other	1500338109254299648	Statement from Russian Embassy in Canada: https://t.co/gm3EJDSPnb
Ukraine	EN01	False	1499276047749156870	Statement from Russian Embassy in Canda. Russia is ending a war. The media and Cabal tell you different. Now you know. #canada #russia #ukraine #Azov https://t.co/SLHFqaA9qX
Ukraine	EN01	False	1499473568865923078	"A Statement from the Russian Embassy in Canada

I believe the Russians

-all the NATO propaganda is objective https://t.co/dJAw9yPRlX"
Ukraine	EN01	True	1499743102864539651	@DustJames90 On Tuesday, the Russian embassy in Canada put out a statement saying that Russia was not occupying Ukraine. That is a lie. But try again to shill for your buddy, the king of Russia.
Ukraine	EN01	Other	1511150574003228672	@JustinTrudeau We can start by closing the Toronto and Montreal Russian consulates and cutting the embassy to skeleton staff. What is Canada waiting for????
Ukraine	EN01	Other	1499183026512748544	Very interesting to read: statement from russian embassy in Canada https://t.co/GL6hqcduO9
Ukraine	EN01	Other	1511072290435305473	@garry_keller The Russian Embassy in Canada is a propaganda hate machine referring to Ukrainians as “nazis”. Russian Ambassadors need to be expelled.
Ukraine	EN01	Other	1511307256243044353	@RussianEmbassyC Russian embassy in Canada, go fuck yourself.
Ukraine	EN01	Other	1499612875920392196	"This is a statement made by the Russian Embassy in Canada. 

You decide what to believe. 

But do your research. Don’t just accept what the MSM tells you as true. Because the MSM is the last line of defense. https://t.co/DBxo6zMzkd"
Ukraine	EN01	Other	1511126162642292738	@Kateryna_Kruk I don't understand why Canada still has  Russian embassy AND two consulates.  The Russian embassy is claiming that all the civilian deaths in Bucha occurred after the Russian troops left. Satellite evidence showed these corpses have been there for at least two weeks.
Ukraine	EN01	Other	1499522236725747725	A statement from the Russian Embassy in Canada: “Russia is not starting wars. Russia is ending them. “ https://t.co/pPtZQMi95i
Ukraine	EN01	Other	1511440335540523012	"@JustinTrudeau @cafreeland 
Expel the Russian Embassy in Canada! #Putin #PutinHitler 
#Ukraine 🇺🇦😭 https://t.co/TKYguRCRNw"
Ukraine	EN01	Other	1499223100298199043	Statement from the Embassy of the Russian Federation in Canada on the #UkraineRussiaWar https://t.co/k7HU8rtE5G
Ukraine	EN01	Other	1511134782767443973	@AnitaAnandMP @NATO Remove EVERY war criminal russian diplomat or propagandist from Canada now. Shut down that horrible Russian Embassy in Canada account!
Ukraine	EN01	Other	1502056641507827714	Statement from the Russian embassy in Canada about the ongoing conflict in #Ukraine. https://t.co/quY2rGuzZp
Ukraine	EN01	False	1499513360609595392	Russian embassy Canada statement https://t.co/iZCNdcOQwt
Ukraine	EN01	False	1499205117396267010	New statement from Russian embassy canada Re the DeNazification of Ukraine #ANTIFA #AntiFascist https://t.co/AygNkfW5wH
Ukraine	EN01	Other	1510941076378509315	"Crimes of the Russian military in Ukraine: an action of ""empty carriages"" was organized in the capital of Canada near the Russian embassy
https://t.co/o4FR8hEFPf"
Ukraine	EN01	Other	1511124367597395969	@JustinTrudeau Justin can we PLEASE Kick the Russian Embassy and staff out of Canada. Letting them stay gives them legitimacy that they are not entitled to. Russia is a rouge state responsible for multiple war crimes and should be treated as such. Thanks in advance.
Ukraine	EN01	Other	1499379375606804480	Russian embassy in Canada statement. Went to website for verification, VPN protected, appears legitimate. https://t.co/Mqhjz24Qtl
Ukraine	EN01	False	1499116983048192003	@OlgaNYC1211 Have you see this statement from Russian Embassy in Canada ? https://t.co/nysEzW5PVd
Ukraine	EN01	True	1511136684104110090	Can we start by shutting down the Russian Embassy in Canada and expelling Embassy staff to stop them spreading misinformation about these murders? https://t.co/XiWHuI5eIZ
Ukraine	EN01	Other	1499400383772332037	"I don't support Putin or his actions or death and suffering in Ukraine.
I also don't support our proven dishonest, one-sided  Media. Here's something from the Russia Embassy in Canada (I don't claim this is true either, it's just information) - https://t.co/YwpE9ZcWMM"
Ukraine	EN01	True	1499442640021966854	@tip_ct @Kelledin @O2Rsystems @SunGolfandBlue @FactsAreBiased @angry_mema @H2Ofountains @Vincent03409491 @Karlton111 @michaeltmcc @JimlikesBB @LentSjaak @BSHerrle @PamelaEdwards @TheCenterStripe @Robb242 @patriot_1776US @LeeGrand18 @over23under18 @janethinde @JonRFleming @LadyBB85125431 @MiguelR630 @AngryFleas @nygpapi2000 @breckgirl4ever @JustinM11151153 @ArcherBM @okumamac73 @lostintheburbs @JohnFloridaMan @NOCwYt @DFred57 @vonninnyhammer @RapeMatters @paulguynj @4danielgibson @OnCableTv @actually_thor @AlmaBona @PootDibou @NickDone8 @teamphil @MarkChesney @commonpatriot @ForrestFernMist @StirredCrazy @Joe__312 @ArtysHouse @Mic5check Karl has a statement from the Russian embassy in Canada posted on his timeline. It’s pure propaganda.
Ukraine	EN01	Other	1511393934009806849	"When will the Canadian Government take action and expel the propaganda machine that calls itself the Russian Embassy in Canada.  
@JustinTrudeau @DeputyPM_Canada @CanadianPM @cafreeland https://t.co/b8VSil2RiN"
Ukraine	EN01	Other	1511036066760994818	so that's France and Germany kicking out the spooks in the Russian embassy. Canada next, please.
Ukraine	EN01	False	1499592891064373248	Russian Embassy in Canada's statement about Neo-Nazi groups in Ukraine https://t.co/YcLL5bKaFJ
Ukraine	EN01	True	1499183923859005440	"@RussianEmbassyC @mfa_russia @globeandmail @CBCNews @RadioCanadaInfo @nationalpost @globalnews @LP_LaPresse @LeDevoir @TorontoStar @SputnikInt Yet more lies from the Russian embassy in Canada.

This is a war started by you.  Not a special operation.

The only objective by Russia is to wipe Ukraine from the face of the earth.  Genocide by Russia 

You will have to face the consequences one day. Remember Nuremberg https://t.co/FzSXrSc3my"
Ukraine	EN01	Other	1499588361262092315	"#Russia Embassy in #Canada statement pertaining to their actions in #Ukraine.
#RussiaUkraine #UkraineRussianWar #NoWar https://t.co/a6tkXtfxJE"
Ukraine	EN01	False	1499183760591491074	"Russian Embassy in Canada statement 

Targeting military facilities only. https://t.co/NEG7XjCas2"
Ukraine	EN01	Other	1511162327726493700	"Canada must make our stance on Russia's ethnic cleansing of Ukraine clear.

Expel the Russian ambassador immediately and shutter the Russian embassy, and give Ukraine every weapon we can muster."
Ukraine	EN01	Other	1511442312177590285	@marcomendicino @dianemariereid Is there a good reason the Russian Embassy in Canada is still functioning? Why haven't we expelled them?
Ukraine	EN01	Other	1511462698176942091	I’m sure the freaking war criminals in the Russian Embassy in Ottawa will try to say this is fake. Time to kick them out of Canada. https://t.co/7I9l8aBpFx
Ukraine	EN01	Other	1502058275956830224	"Statement from the #Russian embassy in #Canada regarding the #Mariupol attack, with specifications of a @UN meeting and a statement regarding the status of the hospital made there on March 7th. 
#UkraineWar #RussianUkrainianWar https://t.co/49wBcVTABX"
Ukraine	EN01	True	1510987862715637765	The Russian embassy in Canada is yet again engaging in cognitive warfare against Canadians and Ukraine. Time indeed to PNG Putin's representative and his propagandist goons in Ottawa, Toronto, Montreal and Vancouver. https://t.co/yJzcbA9CJx
Ukraine	EN01	Other	1506094772334710786	"@RussianEmbassyC @mfa_russia @CBCCanada @TheCurrentCBC @RadioCanadaInfo Under the category of ""that is rich,"" is this statement from the Russian embassy in Canada. They are aggrieved?!!!! Why are they still here?!!! #WeStandWithUkraine"
Ukraine	EN01	True	1499108168663719938	@JustinTrudeau @cafreeland  The Russian Embassy statement is full of propaganda, lies and deceit! Now is time to take action and expel the Russian Ambassador from CANADA! Slava Ukraini 🇺🇦✊🙏 https://t.co/vo9YSZ4Akm
Ukraine	EN01	Other	1504034691506225154	"Why would you cover the markings on the unexploded missile? Let's go read #Russia embassy in Canada statement?
#Ukraine 
#RussiaUkraineWar

Check out empiriKal's video! #TikTok https://t.co/xkMhtW5isU"
Ukraine	EN01	True	1499424411904000000	My latest @PolitiFact: Russia’s Pants on Fire claim that it is not occupying Ukrainian territory. https://t.co/ZZkFIgOSzO https://t.co/w0Z6Vn9nx7
Ukraine	EN01	Other	1499544716538523677	@ReutersFacts Does a Russian embassy statement from Canada count as fact or fiction? https://t.co/iHrvFvjnBc
Ukraine	EN01	Other	1511126766567542787	@A__Alimov @RussianEmbassyC Russian Embassy in Canada go back to your miserable country. Stop Putin. Free your people and stop oppressing others. #StopRussianAgression
Ukraine	EN01	False	1499398524504461320	Statement from Embassy of the Russian Federation in Canada. https://t.co/XP13YfqQ6b
Ukraine	EN01	Other	1507102448036429874	Statement from Russia embassy in Canada #UkraineRussiaWar #skpoli #cdnpoli https://t.co/lkpyenECD5
Ukraine	EN01	True	1499157789436006410	@FO_Coalition @CanadaFP @RightsGAC I’m amazed that you missed this statement issued by the Russian embassy online in Canada! Stop the spread of disinformation, starting at home by adding a red disclaimer sticker warning of disinformation, and fact check inserts to this harmful statement! This is shameful! https://t.co/ltcvfc9n33
Ukraine	EN01	Other	1502053408127213568	Statement from Russia embassy in Canada #skpoli #cdnpoli #UkraineWar #yxe #yqr https://t.co/pxLTsfEAvk
Ukraine	EN01	Other	1499265882069299200	Who has the truth about Russian Embassy in Canada about Ukraine issues formal statement... no opinion, simply consider @Havenaar64 @JaggerMickOZ https://t.co/UjoQreYmxN
Ukraine	EN01	True	1499085181742899201	"@RadioFreeTom Check this out by the Russian embassy in Canada from yesterday.

Every statement is a fucking lie. https://t.co/8ICa9DfDUJ"
Ukraine	EN01	True	1499159678856708099	If you have a moment today, please read this statement from the Embassy of Russian Federation in Canada. This is a war of not only bombs and bullets but disinformation against the safety and freedom of the Ukranian people. https://t.co/F48q2VukyT
Ukraine	EN01	False	1499467787147882505	#Russia #Embassy in #Canada released a #Statement on #Ukraine https://t.co/uddyR9wywT
Ukraine	EN01	Other	1511133845864726528	Everyone who is as FUCKING angry as I am about this shit- contact your MP and Twitter and have this garbage Russian Embassy in Canada twitter account removed. Pieces of garbage need to be expelled and this crap account shut down.
Ukraine	EN01	Other	1511174046691602438	"@UN @antonioguterres Russia needs to be punished. Ban them from the UN. 
@JustinTrudeau @cafreeland Expel Russian Embassy in Canada.
#Russia #PutinWarCrimes https://t.co/IgsGsGCo19"
Ukraine	EN01	True	1499333187520053248	"russian embassy in Canada made a statement and people already corrected it 
Slava Ukraini! https://t.co/Y3wDHAzfxM"
Ukraine	EN01	False	1499380605108293633	Russian Embassy in Canada statement. From what I know about Russia and Ukraine, I have no reason not to believe them. https://t.co/XJY1lqbdva
Ukraine	EN01	Other	1510894458157494274	"Let's protest against the genocide of Russian troops (leaving the bodies of many civilians) in front of the Russian Embassy in the United States and the Russian Embassy in Canada tomorrow.
https://t.co/wv6HEKiXf9"
Ukraine	EN01	Other	1511097524244738048	"@CandiceBergenMP Candice Bergen: The horrific images of mass graves coming out of Bucha…

Can the Conservatives ‘encourage’ the Singh/ Turdeau  gov shutting down the Russian embassy in Canada?"
Ukraine	EN01	Other	1499198624663748611	"This is a form of #CyberAttack on Canada. 

Both far-left and far-right accounts in Canada have  started to share #RussianDisinformation related to the #UkraineInvasion. This anti-vax group's account RT'd the Russian embassy's gaslighting statement on #Ukraine.

via @jhrnews https://t.co/RrivDyn6j8"
Ukraine	EN01	True	1499207936081645568	"Unbelievable statement from Russian Embassy of Canada regarding their ""Denazification"" of the JEWISH-lead Ukrainian nation. This war &; resulting loss of life is the culmination of years of civic life and civil rights collapse in Russia. ALWAYS STAND UP TO INJUSTICE! https://t.co/8lgBf9ScAX"
Ukraine	EN01	True	1511133190584426497	@SeamusORegan Its time to shut down the hate and lies on Russian Embassy in Canada Twitter. Everyone of these butchers must be removed from this country. Enablers of war crimes and pushing vile propaganda. Please at least remove this channel for their horrible crap.
Ukraine	EN01	Other	1499320193885036544	"Statement from Russian Embassy in Canada:
“Russia continues its special military operation to demilitarize and denazify Ukraine…”
“Russia is not starting wars. Russia is ending them.” https://t.co/9KD5RWrMbg"
Ukraine	EN01	Other	1511143569649807360	Why are allowing the Russian embassy of Canada to not only remain open but also spread propaganda? @JustinTrudeau @CBC #SlavaUkraini https://t.co/7jDw2VBHrG
Ukraine	EN01	True	1499512262242889737	"We in the West scoff at these 'claims' (lies, of course!), unable to imagine how anyone could believe them. But Russians find the 'claims' of Western governments equally outrageous and enraging. As the saying goes, truth is the first casualty of war.
https://t.co/ijgm297q6u"
Ukraine	EN01	Other	1511419376662196226	Can we do the same here in #Canada with the Russian embassy and consulates? https://t.co/z2LItY18me
Ukraine	EN01	Other	1511397561193701388	"I am glad to see that calls to expel Russian embassy staff from Canada have gathered momentum. Unfortunately, it seems like that is the case because of our inaction. 

I obviously agree that the ambassador should be expelled along with any staff suspected of espionage links. https://t.co/a8BiS0dUWq"
Ukraine	EN01	Other	1511365538861178883	"It's time for #Canada to send all Russian embassy staff &; their handlers to be tossed out of our country @JustinTrudeau 
You won't glean any #Truth from them on the situation on the ground in #Ukraine or #Syria for that matter.
We shouldn't negotiate with terrorists !!!"
Ukraine	EN01	Other	1499187381949198337	Russian Embassy In Canada Statement https://t.co/JXqur0sutK
Ukraine	EN01	Other	1511196945854787586	@JustinTrudeau @ScottMorrisonMP Time to Kick the Russian Embassy and staff out of Canada.  By letting them stay we are giving them legitimacy that they are not entitled to. Russia is a rouge state responsible for multiple war crimes and should be treated as such. Expel them NOW !
Ukraine	EN01	Other	1511273169977548801	@mbk_center @BBCRealityCheck @BBCMonitoring @BBCWorld I have just one question: why is still there a Russian embassy in Canada? @JustinTrudeau ??
Ukraine	EN01	Other	1501211537142337550	"So let’s connect all the dots here.
Putin says he is striving for the demilitarization and denazification of Ukraine
The Russian embassy in Canada releases a statement saying they are ending wars rather than starting them, in similar manner to Trump."
Ukraine	EN01	True	1499151792046841857	Why is Russian embassy in #Canada still open after such a 🤡 statement? Is their PM still busy arresting truckers protesting against forced vaccines, instead of expelling ambassador who releases such a statement justifying indiscriminate bombing of #ukraine cities? https://t.co/Fmb2VxdRr1
Ukraine	EN01	Other	1500349798129541123	Embassy of The Russian Federation in Canada Releases Statement on Demilitarization and DeNazification of Ukraine https://t.co/RWte5vb4wY
Ukraine	EN01	Other	1511245413629714437	"The Russian embassy in Canada is debating the Canadian government on Twitter, lying that the video shows something other than an atrocity (these lies have been fact checked: https://t.co/TcuSGbQmBs.) 

I say Canada and the US should shut down Russian embassies in our countries. https://t.co/TnT3JXG0Cf"
Ukraine	EN01	Other	1499294926860861444	@Vedprak20875932 The Russian Embassy in Canada issued a statement that there is no Ujraine invasion Lavrov said that about 500 Russian soldiers were killed (more than 9,000).Lavrov also said that they have no loss of machinery. Meanwhile in Ukraine ... This is confirmed information https://t.co/kEWMUaXl5z
Ukraine	EN01	Other	1511429400209801217	@BobRae48 Trudy should go to the Russian embassy and speak to his buddies since they are still in Canada..disgusting !
Ukraine	EN01	False	1499126196478652420	It appears that the conservative mind has the same problem regardless of country of origin. That is the ability to create solutions (dangerous ones) for problems that don't exist. Check out the last line of this statement from the Russian Embassy in Canada. https://t.co/xuA8kTYtPG
Ukraine	EN01	Other	1511187283839311874	@CanadianPM @JustinTrudeau Why does Russia still have a Russian Embassy or *any* kind of official political standing in Canada at all? EXPEL them ALL. https://t.co/gFcMvVAMdU
Ukraine	EN01	True	1499437071332691969	"The Russian Embassy in Canada said ""the Russian army does not occupy Ukrainian territory."" That’s not just debunked by media reports but by the Russian government’s own statements. https://t.co/OAs9Om5CRI"
